Comment,Sentiment_Score
say put word mouth fella say need diver afford accomod alreadi plenti pricey properti london,0.0
statist fact gentrif lead less crime,-0.4951
that work class chav crimin need wellpaid respect job bank manag hedg fund,0.4767
that work class chav crimin need wellpaid respect job bank manag hedg fund,0.4767
statist fact gentrif lead less crime,-0.4951
rah incred ignor remark work class hundr percent clean record job requir diploma believ mani come famili couldnt afford univers fee,0.4019
care less crime live first place,-0.0018
pretti sure comment wasnt mean serious,0.3658
believ zeta tongu quit firmli cheek,0.0
rah incred ignor remark work class hundr percent clean record job requir diploma believ mani come famili couldnt afford univers fee,0.4019
billionair never graduat colleg bill gate zuckerberg peter branson sayin entrepreneur immigr america youll earn much keep europ socialist shthole,0.0
peter branson well know entrepreneur,0.2732
billionair never graduat colleg bill gate zuckerberg peter branson sayin entrepreneur immigr america youll earn much keep europ socialist shthole,0.0
peter,0.0
he badass hope ride space virgin galact someday soon,0.3182
peter branson believ mean richard branson,0.0
billionair never graduat colleg bill gate zuckerberg peter branson sayin entrepreneur immigr america youll earn much keep europ socialist shthole,0.0
honestli guy luxuri apart much benefici london economi sport debunk sport stadium bring kind econom growth area stadium sit idl year wrong battersea amaz,0.4404
know anybodi saw documentari call secret histori street bbc 2 coupl year ago episod portland road not hill realli make basic show way transform vibrant multicultur commun 1950 60 row oligarch money hold interview two remain origin resid say systemat neighbor leave money offer becam high turn,0.4939
ah hadnt read ramigo recent post recent post see hesh clearli wumtrol gentrif detroit pan ramus,0.0
call roman fortress,0.0
im sure post seriou offenc intend believ sadli mistaken,-0.0516
ah hadnt read ramigo recent post recent post see hesh clearli wumtrol gentrif detroit pan ramus,0.0
im guess your american ever leave utopian countri visit socialist shthole,-0.0516
oh great anoth wum anoth idiot,0.2023
rah incred ignor remark work class hundr percent clean record job requir diploma believ mani come famili couldnt afford univers fee,0.4019
ye ive travel europ peopl much less money usa,0.0
ye ive travel europ peopl much less money usa,0.0
,0.0
gentrif detroit detroit exactli happen rich peopl vacat citi,0.5574
rah incred ignor remark work class hundr percent clean record job requir diploma believ mani come famili couldnt afford univers fee,0.4019
,0.0
…everyth anyon care develop you full stop,0.25
…everyth anyon care develop you full stop,0.25
mean internet that invent brit travel commun cabl build british telecom virgin medium countri least claim world wide web american system quit frankli embarrass,-0.296
thread embarrassingli american gotten topic,0.0
libertarian complet agre militar bad thing howev commun internet use wifi macwindow site use php javascript probabl smartphon watch american show movi probabl use air condit sinc summer almost im sayin,-0.3818
anyth ramigo young,0.0
libertarian complet agre militar bad thing howev commun internet use wifi macwindow site use php javascript probabl smartphon watch american show movi probabl use air condit sinc summer almost im sayin,-0.3818
richard easy irish accent realli love lol,0.872
anyway apart mickey mous donald duck mention two famou american show best thing come america cartoon charact although could say current president…a lame duck mous balls…anyway back topic need least 60000 seater local fan base could easili sustain nearli full hous game howev seat price fine balanc recal toronto blue jay basebal team 2 tuesday could watch night game albeit nose bleed 2 buck great drag kid around sure boy could lower seat price quit bit wednesday especi low team dilemma find enorm amount land requir build place knock exist place entir redesign exist space high level seat play wembley build take place well mean second home you anyway,0.8591
let hope there news stamford redevelop,0.4404
oh boy american patriot realli someth el isnt,0.0
let hope there news stamford redevelop,0.4404
tri,0.0
question ask thisphew,0.0
mean internet that invent brit travel commun cabl build british telecom virgin medium countri least claim world wide web american system quit frankli embarrass,-0.296
haha parodi,0.4588
bore,-0.25
1 geniu time newton englishman ill shut sinc im as,-0.4215
guy american immigr air condit invent willi carrier internet start 1960 depart defens withstand nuclear attack,-0.4767
1 geniu time newton englishman ill shut sinc im as,-0.4215
ff give break lot,0.4215
thought id go push back topic,0.0
thought id go push back topic,0.0
basic stand still,0.0
cpo arent make thing difficult intend ensur stay close rout,0.2755
cheer,0.5106
see much do though,0.0
cpo arent difficult bad reason genuin concern sell pitch ownership back,0.6072
knock rebuild probabl fulfil alot hope get 6070k seater,0.4404
thing knock shed end includ hotel megastor rebuild stand 1 level stand kop end anfield propos battersea,0.0
board make promis move far away sw6 allow buy back cpo remain skeptic lead vote coupl year back,0.0
bone content board promis look site afield 3 mile 2020 immedi beg question happen want you progress also want you stay within natur territori white citi old oak east london etc,0.5267
east london etc,0.0
basic cpo essenti save go hold club interest dear heart emot attach stamford remain belief do expand stamford bridg current capac despit insist otherwis,0.8779
though,0.0
long there go someth 10 team england alon big capac pressur ffp bring especi regard transfer fund allow spend long sit hand wait idealist scenario present,0.7717
,0.0
battersea discus talk chelsea fc contribut million northern line extens,0.0
medium note might cost much 600mp enlarg stamford big obstacl fatti speed note fulham council friendli toward organ bet top dollar abramovich go spend top dollar elect campaign month ahead friendli seat two,0.3818
understand cost partli cover sell stamford ground sure cost redevelop spend money emerg exit viabl,0.3182
capac increas safestand introduc,0.0
surpris find locat within three mile stamford next five half year,0.0
right pickl need make peopl offer cant refus,0.0
could bulldoz cemetari next door,0.0
battersea amaz becom icon europ hope work,0.4404
battersea amaz becom icon europ hope work,0.4404
could land surround purchas option mention seem sensibl ra focu get citi council pocket least activ you mani build project undertaken wish local resid cant understand absolut option expand locat expand rail line tunnel go underneath stand sht there get someth lol,0.8442
here quick photoshop show box realli,0.0
doubl post,0.0
yeah zola cant see you anyth note,0.296
green bit highlight brompton present say plenti money wont buy red bit list build make exit big possibl main problem fan exit onto fulham road rememb bate tri plan permiss walkway toward earl court train platform put stamford sadli cant see you expand seem imposs,0.0098
well sht,0.2732
could bulldoz cemetari next door,0.0
cant build instead,0.0
good see good debat matter rekindl,0.7096
cant build instead,0.0
someon say earlier stand alreadi steep current regul,0.0
see artist sketch battersea impress design feel still walk away tradit histori sure big gener profit ticket sale end day stamford chelsea spiritu home centuri sinc 1905 specif first find,0.7964
someon say earlier stand alreadi steep current regul,0.0
see artist sketch battersea impress design feel still walk away tradit histori sure big gener profit ticket sale end day stamford chelsea spiritu home centuri sinc 1905 specif first find,0.7964
